,lp_iterations,num_nodes,solving_time
0,21936.0,415.0,8.934022149999999
1,29855.0,603.0,83.77697991000008
2,12260.0,219.0,33.113862088000005
3,19961.0,301.0,13.040930477999996
4,16299.0,267.0,67.63066257900002
5,14266.0,165.0,10.262664066000001
6,7992.0,106.0,10.132261455000002
7,8264.0,109.0,12.310160383
8,18225.0,384.0,34.86861073100001
9,10405.0,96.0,14.659468865999997
10,8495.0,63.0,4.764921279
11,9546.0,129.0,12.33424182
12,7140.0,57.0,6.692141735999999
13,5705.0,85.0,10.703480594999998
14,10160.0,116.0,22.468245652000004
15,6208.0,83.0,17.935430877
16,14873.0,263.0,19.574570329
17,8712.0,63.0,7.073383817000001
18,5190.0,37.0,2.157663425999999
19,4112.0,49.0,4.651829278000001
20,5931.0,63.0,7.400209990999998
21,5665.0,53.0,4.266380396000001
22,6768.0,79.0,8.921996341
23,7066.0,107.0,12.351851196000005
24,5407.0,45.0,7.299075774000001
25,11028.0,170.0,11.844569743000003
26,11914.0,122.0,13.292817134000003
27,2794.0,13.0,2.3030826810000002
28,5400.0,53.0,5.605781811999999
29,12734.0,189.0,16.579215131000005
30,4084.0,15.0,1.863444645
31,14728.0,176.0,29.093628473000003
32,5216.0,57.0,6.636540049999999
33,4469.0,47.0,5.874386519000003
34,4237.0,25.0,5.176126027999999
35,3212.0,11.0,2.394961992
36,4415.0,39.0,7.4127327890000005
37,6240.0,68.0,5.610419002
38,8733.0,173.0,4.775273682999998
39,14908.0,194.0,33.804784145000006
40,3235.0,33.0,4.5125883909999995
41,5220.0,49.0,6.872862053
42,5581.0,108.0,6.635598260000001
43,10099.0,173.0,30.221780968999997
44,5742.0,83.0,6.1662922799999995
45,10966.0,128.0,20.949320348
46,2090.0,11.0,1.4554910739999998
47,9167.0,134.0,17.943429799
48,10299.0,156.0,18.487572901
49,2290.0,11.0,1.41457249
50,4733.0,31.0,4.886904863000001
51,4357.0,21.0,2.4619199140000005
52,3915.0,43.0,4.308495173000001
53,31307.0,715.0,128.62922857099997
54,6290.0,41.0,4.898196232
55,2966.0,9.0,1.9070296750000002
56,16914.0,346.0,53.180496449
57,8945.0,125.0,15.061023937
58,3724.0,19.0,2.879061302
59,15226.0,304.0,37.67751702600001
60,6364.0,63.0,13.423756393
61,17028.0,218.0,27.453851205
62,7475.0,60.0,7.977298471000001
63,7932.0,137.0,19.744473923
64,15657.0,215.0,32.07438014799998
65,7349.0,95.0,6.977145676999999
66,9601.0,138.0,20.869091296000008
67,7247.0,59.0,3.7469298939999995
68,11793.0,206.0,32.892026628999986
69,4237.0,41.0,4.258357998999999
70,9340.0,133.0,23.764584930000005
71,5799.0,104.0,10.511410010999999
72,5051.0,69.0,5.7669759749999985
73,4531.0,20.0,1.6930548610000005
74,12222.0,177.0,23.37083813100001
75,12131.0,167.0,20.411769941000003
76,2232.0,15.0,1.588677787
77,6010.0,67.0,4.752245880999999
78,11048.0,93.0,16.907455745999997
79,2991.0,11.0,2.434705953
80,3339.0,31.0,4.752146827000001
81,22978.0,363.0,38.139445749
82,5890.0,55.0,4.8422880290000005
83,3868.0,34.0,2.1559020240000004
84,3817.0,33.0,9.351528582999999
85,11285.0,149.0,14.559288092000001
86,13927.0,261.0,62.528869952999976
87,11466.0,185.0,18.77387406800001
88,5640.0,57.0,2.322235896
89,2284.0,17.0,3.14535988
90,8614.0,95.0,13.873591456999996
91,6522.0,65.0,7.3531369060000005
92,4765.0,37.0,3.860488115
93,2953.0,28.0,2.767498786
94,3260.0,27.0,3.5943498079999996
95,4810.0,39.0,3.08178273
96,2985.0,15.0,2.4792643089999995
97,3343.0,5.0,1.39874507
98,4998.0,46.0,5.707554478
99,3993.0,31.0,4.821737697
100,8720.0,81.0,17.635357523000003
101,5965.0,41.0,9.463991686000002
102,20883.0,348.0,50.61118105499999
103,6499.0,63.0,8.024299698
104,8062.0,63.0,7.1039869399999995
105,3860.0,13.0,2.7909248019999997
106,4309.0,43.0,5.3862246339999995
107,9399.0,101.0,10.672720655
108,4071.0,9.0,1.851225466
109,8941.0,141.0,4.532620085000001
110,66489.0,1528.0,63.546718386000016
111,8680.0,109.0,15.228241703999998
112,2708.0,13.0,1.8987803760000002
113,4498.0,33.0,1.939942913
114,3416.0,37.0,5.671699591000001
115,5521.0,26.0,4.419645763
116,3389.0,21.0,2.6896791159999998
117,9080.0,168.0,12.928603848000002
118,10623.0,102.0,7.041438470999999
119,7216.0,81.0,9.585127020000002
120,4875.0,67.0,4.073675677000001
121,10991.0,218.0,21.873358128
122,11314.0,138.0,14.946329880000002
123,4668.0,57.0,3.7454677569999997
124,6676.0,88.0,6.791195095000001
125,13377.0,255.0,57.026577230000015
126,7902.0,144.0,17.283786049000007
127,8163.0,177.0,17.798339633
128,7164.0,121.0,27.531900322
129,23982.0,550.0,55.389752916
130,3281.0,31.0,6.409504243
131,6327.0,109.0,10.46477813
132,6103.0,67.0,7.073888673000001
133,6987.0,83.0,9.281576679999999
134,12897.0,157.0,20.505399092999983
135,3935.0,21.0,2.178121226
136,6542.0,105.0,13.164313793
137,7046.0,49.0,7.202289080000001
138,19481.0,249.0,21.152116114999988
139,7072.0,97.0,17.026266729
140,14244.0,141.0,16.346314644
141,7868.0,89.0,16.453733245
142,3669.0,27.0,1.8970655449999998
143,42395.0,725.0,65.20858933799998
144,3860.0,21.0,3.3982070170000003
145,22422.0,431.0,59.77244765300003
146,11009.0,143.0,25.894572140000008
147,3430.0,17.0,1.5027927979999998
148,10758.0,188.0,17.065199764999996
149,4414.0,51.0,5.904064404000001
150,6444.0,119.0,8.422344502
151,6251.0,33.0,2.234620395
152,8052.0,91.0,13.694522175000003
153,16001.0,326.0,33.03130710499999
154,3458.0,25.0,5.3842005749999995
155,6103.0,72.0,12.760508852999997
156,2065.0,15.0,1.1028933620000003
157,7034.0,60.0,5.685098684000001
158,6705.0,93.0,14.503596048000006
159,4112.0,29.0,4.53203506
160,4155.0,25.0,7.1351610160000005
161,3898.0,51.0,7.228729474
162,19381.0,464.0,35.074355369
163,8410.0,109.0,18.803290658
164,9249.0,131.0,13.111069884000003
165,13073.0,135.0,4.063435492
166,8215.0,81.0,8.548520472999998
167,10166.0,185.0,18.094360415
168,8527.0,153.0,15.990546312000001
169,7090.0,75.0,6.947539797999999
170,1896.0,9.0,1.959434171
171,4401.0,33.0,4.668758533000001
172,8068.0,85.0,9.178773662999998
173,3005.0,21.0,1.084868546
174,5325.0,42.0,6.702439035
175,4828.0,35.0,3.7184825569999997
176,4247.0,23.0,3.167638229
177,6806.0,38.0,4.928914041999999
178,2559.0,35.0,5.188622658999999
179,4676.0,53.0,3.8057772809999997
180,27544.0,704.0,94.48187751899994
181,2869.0,7.0,1.063277272
182,11810.0,177.0,22.152306537000012
183,9089.0,186.0,16.534217046000006
184,7996.0,115.0,16.192734529000003
185,8022.0,47.0,7.768225635
186,7323.0,61.0,6.109701385
187,3473.0,25.0,2.6392383909999997
188,11547.0,179.0,14.03509008
189,11056.0,219.0,8.460751481999996
190,5884.0,63.0,5.078856336000002
191,3746.0,31.0,2.7130522209999994
192,2546.0,19.0,2.577619301
193,9794.0,259.0,20.077701208000008
194,20722.0,361.0,25.457054097000004
195,7883.0,148.0,25.318867856999994
196,8497.0,139.0,18.139656644000002
197,5413.0,79.0,7.509197594999999
198,10358.0,136.0,23.163114472999993
199,3892.0,33.0,5.0751152070000005
200,5644.0,90.0,6.323367838999999
201,10922.0,108.0,5.578287354
202,6228.0,43.0,6.0097646870000005
203,13352.0,241.0,7.635924563999999
204,6314.0,58.0,8.377405508999995
205,3294.0,31.0,3.9034590220000003
206,27291.0,499.0,37.13178230599999
207,14858.0,135.0,6.605020974000001
208,9283.0,109.0,3.1587263989999994
209,16088.0,169.0,18.66662667
210,4383.0,41.0,6.055290105
211,2432.0,11.0,1.9276531540000001
212,5716.0,55.0,6.693980383
213,8646.0,171.0,16.757102577999994
214,11461.0,131.0,38.769223729000004
215,6138.0,51.0,4.320102242
216,5561.0,61.0,4.582151170000001
217,3916.0,35.0,3.4181100419999995
218,8373.0,93.0,7.161396758
219,4941.0,51.0,1.9320403130000003
220,9870.0,119.0,17.856611200000007
221,12084.0,211.0,16.535750343000004
222,4362.0,55.0,8.696021087999998
223,23717.0,392.0,30.146445441
224,28842.0,453.0,7.911251664999999
225,6770.0,92.0,7.154891713
226,18657.0,224.0,26.634561600999994
227,6073.0,96.0,19.469221846000003
228,13838.0,79.0,3.480459259000001
229,5058.0,43.0,4.739967549000001
230,7496.0,109.0,9.214847773
231,4060.0,34.0,4.551795947
232,5023.0,59.0,4.1618879810000005
233,5358.0,91.0,6.3171725610000005
234,5668.0,51.0,3.273302494
235,13745.0,188.0,26.924880788
236,3408.0,19.0,3.434069141
237,10201.0,184.0,11.569047358999999
238,6546.0,89.0,7.1888689019999985
239,9494.0,78.0,6.3704955089999995
240,12882.0,207.0,12.271803724000003
241,12017.0,187.0,9.223974543999999
242,2587.0,11.0,1.794269924
243,13069.0,227.0,28.354929623999993
244,7339.0,105.0,9.33470671
245,2592.0,9.0,2.137939189
246,6862.0,102.0,7.122343439999999
247,9292.0,144.0,19.014261301000005
248,3818.0,41.0,2.686542634999999
249,2505.0,9.0,2.121467846
250,6635.0,53.0,5.313978970000002
251,2903.0,27.0,1.8570065609999995
252,14449.0,199.0,38.685115280000005
253,9750.0,131.0,37.200164588999996
254,2560.0,7.0,1.75323632
255,4764.0,50.0,5.974639512
256,5132.0,31.0,7.425816799000001
257,5461.0,61.0,11.956085601
258,16159.0,189.0,6.583710142999999
259,8448.0,101.0,13.577482015000003
